meal_name,Proteins,Carbs,Fats,Calories,pseudo_target
Fried Vegan Lunch,89.23,222.61,59.04,2841.0,0.61423945
Roasted Balanced Dinner,79.26,198.73,52.67,2167.0,0.6142273
Steamed Vegan Snack,86.88,219.43,58.43,1693.0,0.6142246
Baked Balanced Breakfast,94.84,234.2,63.06,1810.0,0.61421394
Steamed Keto Lunch,84.32,210.64,56.12,2160.0,0.614208
Boiled Paleo Snack,90.26,223.07,59.64,1807.0,0.61420685
Fried Vegan Dinner,101.78,254.77,67.58,1514.0,0.6141975
Raw Vegan Lunch,69.71,174.44,46.5,2277.0,0.61419445
Steamed Vegan Snack,96.33,240.85,64.38,1478.0,0.61417866
Grilled Vegetarian Snack,89.11,220.53,59.47,2847.0,0.61415225
Roasted Vegetarian Breakfast,108.44,271.34,72.58,1603.0,0.6141495
Steamed Keto Lunch,92.1,228.92,60.63,1915.0,0.6141491
Steamed Low-Carb Snack,69.71,174.44,46.5,1864.0,0.6141481
Raw Paleo Lunch,84.14,210.26,56.6,2943.0,0.61414117
Grilled Vegan Lunch,69.9,174.44,46.5,2196.0,0.61413825
Grilled Keto Breakfast,89.3,221.41,59.46,1376.0,0.6141265
Baked Vegan Lunch,88.98,221.23,58.71,1316.0,0.6141155
Fried Balanced Dinner,95.16,236.14,62.86,1718.0,0.6141119
Steamed Balanced Snack,101.08,253.55,67.82,2006.0,0.61411
Roasted Balanced Dinner,89.35,223.61,59.31,1330.0,0.61410815
Baked Balanced Dinner,88.83,223.45,59.21,1674.0,0.61410385
Steamed Vegan Lunch,88.98,220.6,59.06,1266.0,0.6141023
Fried Balanced Lunch,88.76,222.44,58.75,2684.0,0.6140987
Raw Vegan Snack,111.27,278.65,74.27,1808.0,0.6140958
Roasted Vegan Snack,96.85,240.23,64.93,1438.0,0.61408466
Grilled Vegetarian Snack,90.23,221.9,59.72,1872.0,0.614079
Grilled Paleo Lunch,69.71,174.44,46.5,1694.0,0.61407626
Grilled Low-Carb Dinner,69.71,174.44,46.5,1723.0,0.61407197
Boiled Paleo Lunch,92.76,234.12,62.31,1113.0,0.61407036
Baked Low-Carb Dinner,111.1,279.48,74.59,1652.0,0.6140399
Roasted Vegetarian Breakfast,89.0,221.96,58.92,1206.0,0.6140276
Raw Keto Dinner,98.22,246.13,65.39,2539.0,0.61402327
Roasted Vegetarian Dinner,89.17,222.02,59.35,1299.0,0.6140185
Raw Vegetarian Dinner,69.71,174.44,46.5,1539.0,0.61401564
Baked Vegan Breakfast,100.28,250.78,67.0,2488.0,0.6140155
Grilled Balanced Dinner,102.74,253.43,67.46,1419.0,0.6140131
Grilled Paleo Dinner,108.52,271.49,71.99,1963.0,0.6139863
Roasted Vegan Breakfast,101.42,254.46,67.95,1679.0,0.6139829
Baked Keto Snack,97.82,244.57,65.26,2699.0,0.6139811
Raw Balanced Breakfast,97.36,243.78,64.72,1425.0,0.6139727
Fried Paleo Breakfast,111.37,278.56,74.85,1644.0,0.61397016
Raw Keto Snack,101.56,253.74,67.64,1543.0,0.61396605
Roasted Keto Breakfast,80.79,202.96,54.13,2579.0,0.61395705
Baked Vegetarian Dinner,96.96,240.41,64.37,1440.0,0.6139418
Steamed Low-Carb Lunch,88.52,222.01,59.01,2676.0,0.61393315
Roasted Vegan Dinner,83.89,208.81,56.48,2859.0,0.61391413
Roasted Balanced Snack,81.86,202.42,53.93,2629.0,0.6139099
Raw Vegan Dinner,85.03,212.16,56.6,1663.0,0.61390907
Roasted Vegetarian Lunch,93.64,233.6,62.22,1375.0,0.6139026
Baked Paleo Snack,93.68,232.08,62.1,2677.0,0.6139026
Baked Vegetarian Lunch,97.8,244.62,65.28,2266.0,0.6139012
Baked Paleo Snack,94.66,236.42,62.99,1943.0,0.61389023
Roasted Balanced Breakfast,88.21,222.67,59.34,2879.0,0.6138811
Raw Vegetarian Snack,75.13,187.51,49.59,1916.0,0.61387104
Baked Paleo Lunch,100.68,251.92,67.51,1963.0,0.6138656
Steamed Low-Carb Dinner,94.53,234.56,63.19,1772.0,0.61386067
Roasted Keto Lunch,86.12,216.02,58.23,2362.0,0.61385894
Boiled Balanced Breakfast,102.92,257.59,68.04,2026.0,0.61384386
Raw Vegetarian Breakfast,84.6,212.53,56.2,1838.0,0.6138361
Boiled Keto Dinner,82.32,205.09,54.76,1794.0,0.6138196
Fried Vegan Lunch,92.46,230.61,61.6,2201.0,0.61381245
Roasted Low-Carb Snack,84.24,210.69,56.14,2249.0,0.61379987
Grilled Low-Carb Dinner,98.38,243.34,65.74,2567.0,0.61379963
Boiled Paleo Dinner,97.78,244.68,65.42,2485.0,0.6137951
Boiled Keto Snack,87.64,215.99,58.07,1640.0,0.613795
Raw Keto Dinner,91.67,230.76,60.5,2931.0,0.6137947
Boiled Vegetarian Snack,91.31,229.21,60.64,1871.0,0.61379236
Fried Paleo Snack,93.51,232.02,61.86,2482.0,0.6137914
Grilled Vegetarian Snack,93.8,235.2,62.65,1796.0,0.6137881
Raw Vegetarian Snack,101.89,253.29,67.69,1597.0,0.6137876
Baked Balanced Snack,101.5,252.71,67.55,1615.0,0.6137876
Roasted Paleo Breakfast,97.35,244.59,65.0,2504.0,0.6137774
Boiled Keto Breakfast,80.65,202.47,54.6,2625.0,0.6137739
Fried Paleo Snack,94.12,232.81,62.1,1840.0,0.6137616
Roasted Vegetarian Dinner,84.94,211.91,56.88,1794.0,0.6137578
Grilled Keto Snack,88.92,221.24,58.94,2974.0,0.6137528
Raw Keto Snack,81.24,203.06,53.91,2389.0,0.6137499
Boiled Vegan Breakfast,101.38,254.69,68.15,1566.0,0.61374426
Baked Vegan Snack,89.99,223.12,60.02,1885.0,0.6137436
Baked Vegetarian Lunch,94.18,234.9,62.7,2631.0,0.6137435
Roasted Keto Breakfast,89.14,222.48,58.94,1237.0,0.6137424
Boiled Vegan Breakfast,88.91,226.06,59.9,1975.0,0.6137375
Raw Balanced Breakfast,82.46,208.34,55.52,1358.0,0.6137303
Baked Low-Carb Breakfast,102.55,255.61,68.58,2023.0,0.61372405
Raw Balanced Snack,102.43,256.8,68.44,1986.0,0.61372405
Raw Keto Breakfast,102.55,256.22,68.82,1893.0,0.61372405
Boiled Low-Carb Breakfast,85.45,210.87,56.57,1664.0,0.6137221
Baked Paleo Dinner,94.57,234.76,62.78,1545.0,0.61371666
Steamed Vegan Breakfast,93.19,232.93,62.53,1405.0,0.61370265
Steamed Vegetarian Breakfast,81.1,200.99,53.73,2588.0,0.6136985
Boiled Keto Lunch,93.81,233.94,62.48,1786.0,0.6136962
Fried Paleo Snack,81.0,203.48,53.87,2401.0,0.61368424
Steamed Low-Carb Lunch,69.71,174.44,46.5,1632.0,0.61368185
Grilled Vegetarian Snack,73.86,184.43,49.44,2324.0,0.61368126
Grilled Low-Carb Snack,93.12,231.28,61.56,2352.0,0.6136798
Raw Keto Snack,83.73,210.51,55.85,1339.0,0.61367977
Roasted Keto Snack,92.63,233.56,61.56,2379.0,0.6136777
Roasted Low-Carb Dinner,84.38,211.86,56.6,1592.0,0.6136679
Baked Keto Breakfast,102.65,258.38,68.07,2160.0,0.613657
Grilled Vegetarian Lunch,92.35,229.68,61.67,1530.0,0.6136562
Steamed Vegan Dinner,83.71,210.68,56.0,1495.0,0.61364526
Steamed Paleo Dinner,92.65,229.62,60.3,1884.0,0.61364156
Raw Paleo Lunch,91.86,233.95,61.83,2453.0,0.61363035
Baked Low-Carb Snack,101.2,251.08,67.61,1759.0,0.6136209
Grilled Vegetarian Breakfast,91.94,228.75,60.66,3041.0,0.61361724
Boiled Keto Snack,89.02,221.89,59.03,2317.0,0.6136116
Roasted Vegan Lunch,93.27,235.94,62.24,1867.0,0.6136082
Raw Vegetarian Lunch,92.99,234.22,62.62,1875.0,0.6136036
Boiled Vegetarian Snack,102.19,258.63,68.29,2069.0,0.6136034
Grilled Paleo Snack,85.13,213.41,56.4,1587.0,0.61360186
Raw Low-Carb Lunch,93.9,232.75,62.33,1254.0,0.61359054
Raw Vegetarian Breakfast,88.51,220.52,59.43,2926.0,0.6135699
Roasted Paleo Snack,88.39,221.94,59.59,2874.0,0.6135699
Steamed Keto Snack,89.48,219.89,59.15,2832.0,0.6135699
Boiled Paleo Snack,80.45,203.49,54.0,2501.0,0.61356944
Grilled Low-Carb Snack,69.71,174.44,46.5,1472.0,0.61356837
Grilled Low-Carb Snack,69.71,174.44,46.5,1628.0,0.61356837
Boiled Paleo Snack,92.85,234.98,62.63,1832.0,0.6135678
Fried Vegan Breakfast,92.91,233.1,61.74,2381.0,0.61355865
Roasted Vegan Lunch,69.71,174.44,46.5,1844.0,0.6135544
Baked Low-Carb Breakfast,94.62,235.26,62.45,1827.0,0.6135522
Fried Keto Snack,69.71,174.44,46.5,1817.0,0.6135452
Roasted Balanced Dinner,69.71,174.44,46.5,1798.0,0.613527
Raw Paleo Snack,87.46,219.83,58.56,1856.0,0.6135208
Steamed Paleo Breakfast,101.35,252.55,67.76,1606.0,0.61351895
Raw Vegetarian Breakfast,101.16,251.43,67.61,1441.0,0.61351895
Baked Vegetarian Dinner,101.93,253.02,67.61,1628.0,0.61351895
Grilled Low-Carb Dinner,69.71,174.44,46.5,2039.0,0.61351866
Baked Low-Carb Snack,69.71,174.44,46.5,1599.0,0.6135151
Steamed Balanced Breakfast,91.84,233.39,61.85,2441.0,0.61350644
Raw Paleo Breakfast,94.41,236.05,63.15,1639.0,0.6134934
Roasted Balanced Breakfast,83.51,210.49,56.06,2199.0,0.613492
Steamed Keto Lunch,73.63,184.99,49.22,2136.0,0.61348635
Grilled Paleo Lunch,93.79,235.45,62.85,1851.0,0.6134854
Steamed Keto Lunch,69.71,174.44,46.5,1595.0,0.61348444
Baked Vegan Snack,93.14,232.22,61.81,2257.0,0.61345637
Fried Vegan Lunch,102.9,257.48,68.6,2066.0,0.61345524
Raw Vegan Snack,69.71,174.44,46.5,2150.0,0.61345255
Raw Vegan Lunch,69.71,174.44,46.5,1571.0,0.61344665
Raw Vegan Lunch,88.5,223.15,58.93,1366.0,0.61344373
Baked Keto Snack,86.14,219.14,58.55,1230.0,0.6134371
Raw Paleo Snack,98.27,244.81,65.73,2685.0,0.61343676
Steamed Vegetarian Lunch,93.09,232.03,61.99,2374.0,0.6134279
Steamed Balanced Breakfast,69.71,174.44,46.5,1845.0,0.6134138
Raw Vegan Lunch,100.94,251.49,66.95,2244.0,0.6134046
Grilled Low-Carb Breakfast,74.7,187.47,49.87,1935.0,0.61339945
Boiled Vegetarian Dinner,88.74,222.67,59.23,1327.0,0.61338955
Grilled Low-Carb Dinner,93.1,232.12,61.77,2507.0,0.61338925
Grilled Paleo Dinner,92.92,231.41,61.99,2434.0,0.61338556
Steamed Vegetarian Breakfast,101.58,255.35,67.53,1512.0,0.61338454
Baked Balanced Breakfast,85.21,210.69,56.78,1723.0,0.6133815
Grilled Keto Breakfast,87.7,218.27,57.97,1434.0,0.6133758
Fried Keto Lunch,100.9,251.55,67.31,2059.0,0.6133701
Fried Vegan Snack,89.47,224.73,58.95,2393.0,0.61335576
Steamed Vegetarian Snack,108.78,273.26,72.62,1890.0,0.6133467
Steamed Vegetarian Snack,109.18,270.22,72.76,1817.0,0.6133467
Steamed Vegetarian Lunch,69.71,174.44,46.5,1657.0,0.6133423
Fried Keto Dinner,111.94,278.24,74.21,1736.0,0.61334074
Fried Balanced Lunch,89.17,223.12,60.39,1252.0,0.6133358
Fried Vegetarian Breakfast,88.93,222.52,59.77,1632.0,0.61333215
Grilled Balanced Breakfast,107.29,267.47,71.58,1645.0,0.6133262
Grilled Vegan Lunch,102.37,255.85,68.57,2152.0,0.6133248
Grilled Vegan Lunch,103.41,256.05,68.5,2062.0,0.6133248
Grilled Vegan Snack,93.66,233.04,62.37,1393.0,0.61332124
Raw Paleo Lunch,87.38,216.28,58.0,1603.0,0.61329854
Boiled Paleo Lunch,87.45,219.0,58.54,1807.0,0.61328655
Grilled Vegetarian Breakfast,83.99,209.85,56.34,2982.0,0.6132698
Fried Vegetarian Lunch,98.24,247.27,65.59,2557.0,0.6132489
Steamed Low-Carb Dinner,79.45,197.86,52.82,2242.0,0.6132478
Roasted Vegan Breakfast,82.08,208.37,55.29,1905.0,0.61324775
Fried Paleo Dinner,108.0,270.52,72.21,1931.0,0.61324614
Grilled Paleo Dinner,98.11,243.03,65.41,2655.0,0.61324024
Boiled Keto Lunch,79.5,197.15,52.47,2245.0,0.61323893
Steamed Keto Lunch,84.24,211.14,56.52,1540.0,0.61323684
Roasted Balanced Dinner,101.38,252.59,67.43,1548.0,0.61323154
Boiled Low-Carb Breakfast,93.15,235.63,62.69,1791.0,0.6132058
Steamed Keto Snack,93.3,234.32,62.45,1708.0,0.6132058
Steamed Low-Carb Breakfast,98.55,245.67,65.39,2565.0,0.6131975
Raw Keto Snack,88.11,218.55,58.23,1817.0,0.6131948
Roasted Low-Carb Dinner,69.71,174.44,46.5,1653.0,0.6131942
Fried Vegan Snack,93.98,234.0,61.86,2352.0,0.6131888
Steamed Vegetarian Snack,85.21,209.4,56.56,1504.0,0.6131877
Baked Paleo Dinner,92.69,233.48,61.82,2519.0,0.6131873
Steamed Vegetarian Breakfast,83.68,209.25,55.93,2793.0,0.61318445
Raw Vegetarian Dinner,92.47,230.92,61.94,2461.0,0.61317223
Fried Vegan Breakfast,84.03,210.36,55.6,2837.0,0.61316895
Baked Keto Lunch,69.71,174.44,46.5,1545.0,0.6131673
Baked Vegan Snack,84.03,211.96,56.71,1670.0,0.6131652
Boiled Keto Lunch,74.48,187.85,49.42,2012.0,0.61316437
Steamed Balanced Lunch,69.71,174.44,46.5,1585.0,0.6131503
Boiled Paleo Breakfast,102.86,258.26,68.68,1914.0,0.61314654
Grilled Low-Carb Breakfast,79.52,199.58,53.25,1812.0,0.61314344
Raw Vegan Dinner,93.37,232.16,61.59,2475.0,0.6131429
Steamed Paleo Breakfast,92.58,232.26,62.18,2456.0,0.6131429
Grilled Keto Lunch,93.01,231.3,62.5,2239.0,0.6131429
Steamed Vegetarian Breakfast,93.87,236.22,62.39,1659.0,0.613141
Baked Low-Carb Dinner,69.71,174.44,46.5,1645.0,0.61313957
Raw Vegetarian Snack,93.65,234.39,62.86,1842.0,0.61313945
Fried Vegan Breakfast,93.62,234.34,62.16,1901.0,0.61313945
Steamed Balanced Snack,69.71,175.07,46.5,3226.0,0.6131375
Raw Vegan Snack,101.95,252.79,67.76,1578.0,0.6130984
Fried Keto Snack,87.63,217.87,58.02,1589.0,0.6130907
Raw Keto Dinner,99.69,251.21,66.73,2428.0,0.6130715
Boiled Vegan Dinner,74.23,184.43,48.91,2197.0,0.61304814
Steamed Balanced Dinner,93.73,236.62,63.21,1970.0,0.6130204
Baked Low-Carb Dinner,93.14,232.5,61.72,2249.0,0.6130189
Fried Low-Carb Snack,93.33,233.79,62.09,1205.0,0.613014
Fried Vegetarian Breakfast,69.71,174.44,46.5,1635.0,0.61301184
Boiled Balanced Lunch,87.38,215.97,58.22,1779.0,0.61299753
Baked Low-Carb Snack,83.11,208.14,55.31,3184.0,0.6129909
Grilled Vegetarian Breakfast,93.35,233.16,62.53,1663.0,0.6129721
Roasted Vegetarian Breakfast,69.99,174.44,46.5,2225.0,0.6129685
Boiled Balanced Snack,99.94,250.74,67.23,1954.0,0.6129621
Steamed Keto Lunch,86.98,217.63,58.27,1968.0,0.612959
Baked Paleo Snack,93.75,233.21,62.4,2092.0,0.61295295
Fried Paleo Dinner,102.95,257.15,68.43,1949.0,0.6129505
Raw Paleo Lunch,93.23,234.01,61.88,1363.0,0.6129502
Raw Paleo Lunch,93.87,232.7,62.07,1456.0,0.6129502
Baked Vegan Dinner,100.27,252.33,67.21,2079.0,0.61294186
Fried Keto Breakfast,84.24,209.4,56.06,1312.0,0.61293966
Raw Low-Carb Dinner,83.79,210.15,55.69,1362.0,0.61293966
Steamed Vegetarian Lunch,93.22,231.89,62.25,1229.0,0.61292684
Steamed Low-Carb Snack,89.24,223.25,59.26,1488.0,0.6129186
Raw Vegetarian Dinner,102.21,256.8,68.75,2105.0,0.6129055
Steamed Keto Dinner,93.59,233.37,62.52,1610.0,0.6129029
Steamed Keto Snack,84.4,212.29,56.08,2178.0,0.61290044
Raw Low-Carb Breakfast,87.14,217.56,58.27,1963.0,0.6128785
Baked Keto Dinner,89.34,223.14,59.04,1674.0,0.6128665
Roasted Low-Carb Breakfast,83.78,210.82,56.07,2078.0,0.61285365
Steamed Keto Lunch,102.34,251.22,67.3,1894.0,0.61284506
Grilled Vegetarian Snack,78.98,199.57,52.88,1763.0,0.612838
Fried Balanced Lunch,78.68,198.54,53.19,2303.0,0.6128222
Grilled Keto Snack,74.3,188.24,49.74,1972.0,0.6128198
Baked Balanced Lunch,92.38,231.22,61.62,1559.0,0.61281115
Raw Low-Carb Lunch,82.01,205.36,54.61,1647.0,0.6128099
Roasted Paleo Snack,69.71,174.44,46.5,1908.0,0.6128062
Fried Paleo Dinner,90.84,227.76,60.29,1568.0,0.6127962
Steamed Keto Snack,99.46,250.34,67.11,2303.0,0.6127958
Steamed Low-Carb Dinner,102.78,254.62,68.27,2051.0,0.6127857
Grilled Low-Carb Dinner,86.9,218.86,58.04,2023.0,0.61278474
Steamed Vegan Breakfast,83.62,210.47,54.92,1899.0,0.61278456
Grilled Paleo Lunch,69.71,174.44,46.5,1801.0,0.6127801
Steamed Balanced Lunch,102.49,255.04,67.88,1545.0,0.61277616
Raw Keto Snack,83.06,208.27,55.41,1251.0,0.6127731
Raw Paleo Breakfast,100.49,254.6,67.31,1541.0,0.61275977
Steamed Balanced Breakfast,88.25,218.61,58.49,1763.0,0.6127581
Baked Vegan Lunch,88.74,222.29,59.38,1585.0,0.61270416
Roasted Paleo Lunch,84.05,209.69,55.99,2934.0,0.6126907
Raw Paleo Breakfast,82.4,203.65,54.7,1565.0,0.61268663
Roasted Balanced Breakfast,108.57,270.45,72.18,1700.0,0.6126839
Roasted Vegetarian Breakfast,89.62,224.77,60.07,1894.0,0.6126719
Boiled Paleo Snack,101.42,254.67,67.54,1787.0,0.6126707
Grilled Keto Lunch,69.71,174.44,46.5,1697.0,0.6126663
Steamed Low-Carb Breakfast,98.48,243.15,65.22,2493.0,0.6126535
Boiled Balanced Lunch,93.63,236.66,62.78,1972.0,0.61264855
Roasted Vegan Snack,84.42,209.41,55.45,1543.0,0.61264426
Grilled Vegan Snack,74.27,188.03,50.26,1879.0,0.61264426
Boiled Paleo Snack,88.04,223.52,58.76,2908.0,0.6126409
Boiled Keto Breakfast,69.71,174.44,46.5,1757.0,0.6126377
Raw Balanced Dinner,84.36,210.14,56.54,1659.0,0.6126169
Steamed Vegetarian Dinner,69.71,174.44,46.5,1982.0,0.61261606
Fried Vegan Breakfast,69.71,174.44,46.5,1910.0,0.61261606
Grilled Vegetarian Breakfast,79.38,197.51,53.03,2512.0,0.6126063
Fried Balanced Breakfast,79.31,198.29,52.64,2311.0,0.612603
Steamed Paleo Dinner,83.38,211.97,55.63,2218.0,0.61260164
Grilled Balanced Lunch,83.57,209.08,55.65,1550.0,0.61259913
Fried Vegetarian Snack,100.64,251.61,67.46,1864.0,0.6125938
Boiled Balanced Breakfast,84.17,207.86,56.01,1655.0,0.61259204
Raw Vegetarian Snack,93.8,232.33,61.81,1463.0,0.61257327
Roasted Vegan Lunch,87.42,217.78,58.07,1682.0,0.61256796
Steamed Keto Snack,73.57,185.37,49.15,2157.0,0.6125658
Steamed Keto Dinner,81.28,205.0,53.95,2601.0,0.61256224
Grilled Keto Snack,94.34,232.59,62.14,1262.0,0.61255103
Roasted Paleo Lunch,86.99,217.42,57.92,1994.0,0.6125397
Boiled Vegan Lunch,74.42,184.98,49.68,1838.0,0.6125329
Fried Paleo Lunch,89.87,223.88,59.49,1416.0,0.61253226
Baked Keto Dinner,81.24,204.12,54.46,1422.0,0.6125238
Boiled Low-Carb Snack,73.47,183.34,49.36,2134.0,0.6125237
Steamed Keto Dinner,101.49,251.37,67.1,1943.0,0.61252356
Raw Keto Dinner,87.44,217.87,58.78,1647.0,0.6125212
Grilled Paleo Lunch,69.71,174.44,46.5,1661.0,0.6125141
Steamed Keto Lunch,88.09,222.51,58.95,2776.0,0.6125001
Grilled Low-Carb Dinner,80.06,197.01,52.99,2408.0,0.6124949
Baked Vegan Lunch,83.12,205.96,55.28,3441.0,0.6124881
Baked Vegan Snack,87.69,219.95,58.21,1695.0,0.6124829
Fried Balanced Breakfast,87.7,218.16,58.06,1604.0,0.6124759
Steamed Vegetarian Snack,83.87,209.7,55.99,1492.0,0.61246216
Grilled Paleo Snack,89.33,221.92,58.81,2929.0,0.6124601
Boiled Keto Snack,91.69,230.45,61.61,1665.0,0.6124578
Grilled Vegetarian Lunch,88.71,222.46,59.25,2178.0,0.6124481
Roasted Vegan Snack,86.79,216.84,58.7,2061.0,0.61244065
Boiled Paleo Dinner,81.5,200.5,53.88,2509.0,0.6124287
Steamed Paleo Breakfast,82.04,207.19,55.21,2036.0,0.6124218
Roasted Vegetarian Snack,82.16,205.5,54.1,1528.0,0.6124116
Baked Paleo Snack,89.41,224.21,59.41,2088.0,0.6124104
Steamed Balanced Snack,96.68,243.93,64.48,1509.0,0.6124003
Roasted Keto Dinner,89.16,222.37,58.71,1305.0,0.6123943
Raw Low-Carb Lunch,83.25,209.88,55.6,1259.0,0.6123925
Boiled Low-Carb Dinner,84.26,208.66,56.38,1682.0,0.6123922
Steamed Low-Carb Lunch,74.31,188.16,49.81,1935.0,0.61238694
Roasted Low-Carb Snack,83.8,210.1,55.62,1434.0,0.6123839
Boiled Vegetarian Lunch,83.44,209.81,55.58,1601.0,0.6123839
Roasted Paleo Snack,83.68,209.36,55.67,1682.0,0.6123839
Roasted Vegetarian Dinner,81.45,203.58,54.89,1593.0,0.61237454
Baked Vegan Snack,74.02,182.38,49.8,2291.0,0.6123619
Baked Balanced Lunch,96.69,245.4,65.14,1994.0,0.61235577
Steamed Balanced Snack,84.36,212.63,56.9,1475.0,0.61235493
Boiled Vegetarian Breakfast,93.33,235.19,62.35,1822.0,0.61235404
Grilled Keto Breakfast,79.91,199.13,52.69,2260.0,0.61234415
Roasted Low-Carb Lunch,92.66,230.52,61.46,1667.0,0.6123434
Baked Vegetarian Dinner,87.1,216.51,58.14,2065.0,0.61233896
Roasted Balanced Dinner,101.22,252.62,67.48,1667.0,0.6123362
Boiled Balanced Breakfast,92.71,232.53,62.33,1292.0,0.61233056
Fried Vegan Breakfast,89.08,221.65,59.23,1592.0,0.6123289
Fried Vegetarian Breakfast,86.96,214.95,58.04,1871.0,0.6123285
Baked Vegetarian Lunch,89.55,220.67,58.76,1588.0,0.61231446
Boiled Vegetarian Dinner,102.74,256.55,68.64,1876.0,0.612296
Boiled Vegetarian Dinner,94.28,235.23,62.37,1752.0,0.61228484
Raw Keto Breakfast,100.56,251.83,67.4,1940.0,0.61228454
Baked Keto Dinner,89.31,224.37,59.0,1614.0,0.6122813
Fried Vegan Breakfast,88.83,221.63,59.65,1722.0,0.6122739
Boiled Paleo Lunch,84.24,211.0,56.37,1600.0,0.6122605
Boiled Vegetarian Dinner,91.96,231.47,61.93,2441.0,0.6122457
Baked Low-Carb Snack,92.48,231.25,61.37,1549.0,0.6122451
Boiled Balanced Breakfast,93.33,231.85,62.25,1366.0,0.6122438
Fried Vegetarian Snack,93.19,229.48,61.66,1673.0,0.612227
Roasted Balanced Dinner,94.76,237.73,62.86,1855.0,0.61221224
Grilled Vegetarian Lunch,69.71,174.44,46.5,1836.0,0.6122117
Steamed Low-Carb Dinner,83.95,211.75,55.99,1129.0,0.61220413
Raw Vegan Dinner,74.39,185.85,48.29,2185.0,0.6122026
Raw Vegetarian Lunch,108.11,271.3,72.15,1747.0,0.61218417
Fried Vegetarian Breakfast,97.46,246.03,65.19,2845.0,0.6121756
Raw Paleo Breakfast,100.84,250.24,67.14,1693.0,0.61215454
Roasted Vegetarian Lunch,79.71,197.62,52.52,2283.0,0.6121532
Fried Balanced Lunch,87.81,219.97,59.51,2098.0,0.61214983
Raw Keto Breakfast,69.71,174.44,46.5,1947.0,0.61214614
Baked Paleo Lunch,97.53,245.65,64.53,1949.0,0.61214465
Baked Low-Carb Dinner,79.94,197.59,53.01,2147.0,0.6121436
Baked Paleo Dinner,78.86,197.18,52.3,2383.0,0.6121136
Boiled Balanced Dinner,108.89,270.86,72.29,1758.0,0.6121123
Fried Vegetarian Breakfast,98.32,244.55,65.49,2874.0,0.61210597
Grilled Balanced Breakfast,102.63,257.23,68.21,2036.0,0.6121029
Roasted Keto Dinner,83.06,211.68,55.73,2103.0,0.61210185
Grilled Balanced Lunch,69.71,174.44,46.5,1907.0,0.6121012
Fried Vegan Lunch,100.04,249.97,66.87,1749.0,0.6121003
Boiled Paleo Breakfast,99.71,250.1,66.68,2473.0,0.6120985
Boiled Keto Snack,95.31,236.1,62.91,2494.0,0.6120928
Boiled Keto Lunch,87.88,221.11,58.64,2809.0,0.61208284
Baked Vegan Lunch,83.67,210.68,56.22,1820.0,0.61207056
Steamed Balanced Lunch,108.68,270.2,71.78,1842.0,0.6120499
Baked Keto Lunch,69.71,174.44,46.5,1767.0,0.6120366
Boiled Balanced Lunch,89.74,222.47,59.22,1425.0,0.612028
Grilled Balanced Lunch,101.15,252.36,67.25,1875.0,0.61201334
Boiled Vegan Breakfast,87.04,220.88,58.12,1043.0,0.61201125
Raw Vegetarian Dinner,87.27,219.53,58.16,1693.0,0.6120057
Baked Low-Carb Snack,83.2,207.21,54.64,3293.0,0.6119943
Fried Vegan Snack,101.93,254.64,68.25,2444.0,0.61199117
Boiled Paleo Lunch,73.5,184.87,48.78,2141.0,0.61198413
Roasted Low-Carb Breakfast,86.99,217.59,58.12,1645.0,0.6119791
Boiled Vegan Dinner,69.71,174.44,46.5,1697.0,0.61196995
Boiled Vegan Dinner,79.5,198.76,52.82,1752.0,0.6119695
Roasted Vegan Dinner,108.92,271.11,72.06,1765.0,0.61196196
Fried Keto Lunch,89.1,221.46,58.93,2034.0,0.6119609
Fried Vegetarian Snack,97.97,244.09,65.13,1929.0,0.61194164
Steamed Paleo Dinner,100.82,252.63,67.2,1733.0,0.611937
Steamed Keto Dinner,69.71,174.44,46.5,1900.0,0.61193645
Steamed Balanced Snack,82.82,209.58,55.45,1631.0,0.61192906
Roasted Low-Carb Dinner,97.73,243.27,65.06,1193.0,0.6119261
Grilled Vegetarian Snack,92.8,228.39,60.41,1917.0,0.6119215
Grilled Paleo Breakfast,87.03,218.43,58.32,1627.0,0.61190194
Fried Paleo Dinner,83.77,209.27,55.51,1331.0,0.6118965
Fried Vegetarian Breakfast,91.73,231.85,61.44,1652.0,0.61189246
Raw Low-Carb Lunch,84.27,210.54,55.95,1179.0,0.61189216
Grilled Paleo Breakfast,69.71,174.44,46.5,1801.0,0.6118896
Boiled Low-Carb Breakfast,83.56,209.33,55.46,1535.0,0.61187893
Steamed Vegetarian Lunch,92.01,229.0,61.37,1607.0,0.6118589
Roasted Vegan Snack,92.96,233.05,61.45,2240.0,0.61185884
Baked Low-Carb Dinner,88.92,220.17,59.03,2991.0,0.611847
Roasted Low-Carb Snack,86.96,217.06,58.06,1831.0,0.6118383
Fried Keto Lunch,97.28,243.41,64.64,1378.0,0.6118369
Raw Low-Carb Dinner,93.18,236.91,62.95,1635.0,0.61183673
Raw Balanced Snack,88.85,222.84,59.73,1457.0,0.61183
Boiled Vegan Breakfast,85.47,213.58,57.15,1642.0,0.6118158
Roasted Vegetarian Dinner,93.71,236.86,62.47,1750.0,0.61180425
Steamed Vegan Lunch,84.38,210.46,55.75,2199.0,0.611803
Grilled Vegetarian Breakfast,79.42,197.18,52.73,1743.0,0.6118021
Boiled Vegetarian Dinner,84.05,213.45,56.48,1726.0,0.6118004
