Name of Exercise,Workout_Type,Target Muscle Group,Body Part,Type of Muscle,Difficulty Level,E,I,S,D,R,E_scaled,I_scaled,S_scaled,D_scaled,R_scaled
Glute Bridges,Strength,"Glutes, Hamstrings",Legs,Triceps,3,0.4202941191158178,0.5440438350856805,,0.5620915032679737,,-1.634860692613257,0.3785211139066465,,0.2634651299482496,
Resistance Band Pull-Aparts,HIIT,"Obliques, Core",Arms,Grip Strength,1,0.5857822152013857,0.24642703128703244,,0.30718954248366004,,-0.22261405668625037,-1.0671467316010368,,-0.8798255903620522,
Deadlift,HIIT,"Triceps, Chest",Arms,Lower,2,0.7288941997809258,0.41186156446025707,,0.6274509803921569,,0.998678734541402,-0.26355169902044906,,0.5566165966944813,
Face Pulls,Strength,"Shoulders, Upper Back",Abs,Quads,2,0.5601990722025952,0.35224977226250276,,0.35294117647058826,,-0.4409361504868828,-0.5531148221150821,,-0.6746195636396898,
Push Ups,HIIT,"Back, Hamstrings, Glutes",Chest,Upper,3,0.6929508271811914,0.2397095868549009,,0.4901960784313726,,0.6919442428254583,-1.0997765874948164,,-0.05900148347260413,
Wall Angels,Strength,"Back, Biceps",Legs,Lats,2,0.5479008000508411,0.31187501037365317,,0.326797385620915,,-0.5458874665322928,-0.7492344440173049,,-0.7918801503381827,
Bicycle Crunches,HIIT,"Lower Chest, Triceps",Arms,Triceps,3,0.8629279571528123,0.8494728681340994,,0.7581699346405227,,2.1424995133557827,1.862136711301918,,1.1429195301869433,
Squats,Yoga,"Back, Hamstrings, Glutes",Arms,Quads,3,0.6207503374247554,0.4868823810583592,,0.8758169934640523,,0.07579781790020752,0.10086046089569736,,1.67059217033016,
Pull-ups,HIIT,"Core, Shoulders, Hips",Chest,Posterior,3,0.673213082007097,0.36079754361123073,,0.35294117647058826,,0.5235057576277892,-0.5115941887641234,,-0.6746195636396898,
Russian Twists,Cardio,Calves,Shoulders,Lateral,2,0.652862659168554,0.2931078126826564,,0.5294117647058822,,0.34983878777780025,-0.8403957423911547,,0.116889396575134,
Wall Angels,HIIT,"Chest, Triceps",Chest,Triceps,1,0.6118002104068438,0.5118395118785517,,0.35294117647058826,,-0.0005810097686382236,0.2220892392522137,,-0.6746195636396898,
Step-ups,Cardio,"Lower Chest, Triceps",Arms,Grip Strength,1,0.5822852228867138,0.8970360392276614,,0.3856209150326798,,-0.2524567810215672,2.0931738913358213,,-0.528043830266574,
Face Pulls,Strength,"Chest, Triceps, Shoulders",Legs,Triceps,3,0.6382528301921117,0.7071045429977711,,0.5490196078431373,,0.22516104773792925,1.170585336374788,,0.20483483659900406,
Seated Rows,Yoga,"Shoulders, Upper Back",Forearms,Lower,3,0.5627992979878697,0.2747275920921282,,0.4444444444444443,,-0.41874627577827717,-0.9296773070135671,,-0.2642075101949668,
Mountain Climbers,Strength,Triceps,Shoulders,Lower Chest,1,0.8023699176260324,0.5323148963525246,,0.96078431372549,,1.6257077342310235,0.3215480217558256,,2.05168907710026,
Inverted Rows,Strength,"Glutes, Hamstrings, Core",Arms,Lower,1,0.6008856372002962,0.7162539814372867,,0.4248366013071894,,-0.09372407962156531,1.2150285559364373,,-0.3521529502188361,
Calf Raises,Cardio,"Quadriceps, Hamstrings, Glutes",Arms,Wrist Extensors,2,0.574159748716182,0.3651552079841341,,0.4444444444444443,,-0.3217981646864798,-0.4904269186872535,,-0.2642075101949668,
Prone Cobras,Strength,"Lower Chest, Triceps",Chest,Lats,3,0.6924838302440116,0.278899135125172,,0.5555555555555556,,0.6879589721678072,-0.9094141177310727,,0.2341499832736271,
Seated Rows,Cardio,"Shoulders, Triceps",Forearms,Wrist Flexors,2,0.5806713904937694,0.19982025887434895,,0.503267973856209,,-0.26622894604005504,-1.2935382236133475,,-0.0003711901233585814,
Resistance Band Pull-Aparts,Yoga,"Legs, Shoulders, Core",Back,Lower,3,0.5311875069975437,0.39303494899287084,,0.633986928104575,,-0.6885158032410372,-0.355001618089372,,0.5859317433691038,
Prone Cobras,Yoga,Shoulders,Legs,Upper,1,0.4887007179276895,0.49680071060541087,,0.3790849673202614,,-1.0510906733043024,0.149038554082338,,-0.5573589769411975,
Russian Twists,Yoga,"Quadriceps, Calves, Glutes",Legs,Lats,2,0.4445699584995331,0.6980237444657648,,0.20915032679738563,,-1.4276949005418471,1.1264755338310561,,-1.3195527904813986,
Inverted Rows,HIIT,"Quadriceps, Calves, Glutes",Back,Anterior,3,0.7198683862553754,0.21739179344720147,,0.4836601307189542,,0.9216540113771919,-1.2081848356192153,,-0.08831663014722764,
Decline Push-ups,HIIT,"Glutes, Hamstrings, Core",Chest,Anterior,3,0.7239329309996518,0.21716233690123538,,0.4901960784313726,,0.9563401294573175,-1.2092994163357964,,-0.05900148347260413,
Bear Crawls,HIIT,"Chest, Triceps",Shoulders,Posterior,2,0.5100419610660198,0.6136472945074747,,0.11111111111111113,,-0.8689682153057311,0.7166185665298631,,-1.7592799906007455,
Mountain Climbers,Cardio,"Shoulders, Triceps",Back,Posterior,2,0.614981888101175,0.2256067459965849,,0.4052287581699347,,0.026570874425496795,-1.1682808631235975,,-0.44009839024270464,
Dead Bugs,Yoga,"Shoulders, Triceps",Legs,Wrist Flexors,3,0.6255791826455641,0.5850081133305582,,0.7124183006535948,,0.11700634334588796,0.5775043000614015,,0.937713503464582,
Inverted Rows,HIIT,Core,Arms,Wrist Flexors,2,0.7729126866684033,0.2083635019560706,,0.6143790849673202,,1.3743248474394187,-1.2520395862314446,,0.4979863033452348,
Inverted Rows,Yoga,"Chest, Triceps",Legs,Wrist Extensors,3,0.5490822136967852,0.5302267443500112,,0.633986928104575,,-0.5358054879091283,0.3114048639500973,,0.5859317433691038,
Bulgarian Split Squats,Strength,Shoulders,Forearms,Middle,2,0.6043228286215679,0.5381731261654287,,0.5424836601307189,,-0.06439168571198599,0.35000425932042095,,0.17551968992438055,
Rows,Yoga,"Lower Abs, Hip Flexors",Shoulders,Lower,3,0.5671582056742794,0.7720240960273664,,0.6797385620915032,,-0.38154811553558743,1.4859308046471784,,0.791137770091466,
Box Jumps,HIIT,Lower Abs,Forearms,Anterior,3,0.4783861326308839,0.37525650880869715,,0.08496732026143794,,-1.1391135506650032,-0.44136004607292767,,-1.8765405772992378,
Glute Bridges,Yoga,"Core, Shoulders, Hips",Shoulders,Posterior,1,0.5000480097143833,0.7534179629418509,,0.18300653594771243,,-0.9542548583321214,1.3955518744669981,,-1.4368133771798912,
Scissors Kicks,HIIT,Full Core,Legs,Lower,3,0.7978696811422802,0.8671759142333162,,0.7712418300653592,,1.5873034986069166,1.9481289139817528,,1.2015498235361888,
Plyometric Push-ups,Yoga,"Obliques, Core",Shoulders,Wrist Extensors,3,0.6041926851786321,0.21460756418140833,,0.7777777777777778,,-0.06550230722387435,-1.2217091752153149,,1.2308649702108132,
Flutter Kicks,Strength,Triceps,Shoulders,Posterior,2,0.694013212225856,0.5872638463332281,,0.6928104575163399,,0.7010104520627135,0.5884614793214027,,0.8497680634407125,
Bicep Curls,Strength,"Rear Deltoids, Upper Back",Legs,Triceps,2,0.7501698758380213,0.1968803897145618,,0.764705882352941,,1.1802416544699137,-1.3078185809724008,,1.1722346768615663,
Pull-ups,Cardio,Full Core,Abs,Triceps,3,0.5891578378298927,0.9468042464695345,,0.3594771241830066,,-0.1938070801481728,2.334921991644079,,-0.6453044169650666,
Push-ups,Yoga,"Legs, Shoulders, Core",Back,Posterior,2,0.522556010392764,0.5922762028160459,,0.28104575163398693,,-0.7621754943695919,0.6128089036097637,,-0.9970861770605443,
Squats,Yoga,"Biceps, Forearms",Arms,Quads,1,0.5311164125942636,0.47113007811063173,,0.18954248366013077,,-0.6891225105163067,0.02434395519586393,,-1.407498230505268,
Plank,Yoga,"Upper Chest, Triceps",Shoulders,Wrist Flexors,2,0.544408836003456,0.0329211628793411,,0.4248366013071894,,-0.5756872805089288,-2.104247341662746,,-0.3521529502188361,
Resistance Band Pull-Aparts,HIIT,"Quadriceps, Glutes",Chest,Upper,3,0.7177847304108874,0.14442685785419856,,0.6143790849673202,,0.9038724547189638,-1.5626105934729544,,0.4979863033452348,
Thrusters,Cardio,"Legs, Core",Arms,Posterior,3,0.4946502906427172,0.4273722261087237,,0.11764705882352944,,-1.0003180543018062,-0.18820896123972938,,-1.7299648439261224,
Bench Press,HIIT,Calves,Arms,Grip Strength,3,0.48239332348972874,0.282006516238403,,0.16993464052287582,,-1.1049168806701117,-0.8943200743108123,,-1.4954436705291374,
Tricep Dips,Yoga,"Legs, Core",Back,Wrist Flexors,2,0.553641666495527,0.5572930746510512,,0.4052287581699347,,-0.49689591054978943,0.4428790378296622,,-0.44009839024270464,
Flutter Kicks,Cardio,"Upper Back, Rear Deltoids",Legs,Posterior,3,0.6021655248269161,0.5029919755103552,,0.5228758169934641,,-0.08280174117056303,0.17911250313984384,,0.08757424990051148,
Frog Jumps,HIIT,Calves,Arms,Quads,3,0.8855038550662977,0.24964603165426547,,0.9281045751633985,,2.3351583005163152,-1.051510499821817,,1.9051133437271444,
Tricep Extensions,Cardio,Full Body,Arms,Lower Chest,2,0.5826102639557413,0.49272833314318876,,0.4640522875816993,,-0.24968293705858574,0.12925705963457243,,-0.17626207017109696,
Push Ups,Strength,Shoulders,Shoulders,Lats,1,0.6554272807877395,0.7319580778434202,,0.47058823529411753,,0.3717248227240698,1.2913108992965237,,-0.14694692349647417,
Dragon Flags,Yoga,"Chest, Triceps",Shoulders,Grip Strength,1,0.46321881999906933,0.5803943711479801,,0.4313725490196078,,-1.268548759281204,0.5550931369964014,,-0.32283780354421254,
Dragon Flags,Yoga,"Core, Obliques",Chest,Posterior,2,0.4553563419897791,0.28979623793393366,,0.16993464052287582,,-1.3356457794374383,-0.8564816524309069,,-1.4954436705291374,
Bench Press,HIIT,"Shoulders, Upper Back",Back,Wrist Extensors,1,0.5994214831302797,0.43784937516905337,,0.35294117647058826,,-0.10621891585915512,-0.13731641311816256,,-0.6746195636396898,
Pistol Squats,HIIT,"Chest, Triceps",Legs,Wrist Flexors,3,0.681734060037366,0.2177582480888104,,0.5490196078431373,,0.5962223024591058,-1.2064047893131962,,0.20483483659900406,
Squats,Yoga,"Legs, Shoulders, Core",Arms,Triceps,3,0.34553134205093117,0.5801591202771958,,0.43790849673202603,,-2.2728732318828704,0.553950410459527,,-0.2935226568695898,
Russian Twists,HIIT,Triceps,Arms,Triceps,2,0.5143993248619106,0.61895511370039,,0.052287581699346365,,-0.8317832303562694,0.7424011951954059,,-2.023116310672354,
Turkish Get-ups,Yoga,Full Body,Shoulders,Lats,2,0.5077538237888125,0.49619445806687035,,0.4575163398692809,,-0.8884947809543225,0.1460936941482249,,-0.20557721684572047,
Push Ups,Strength,"Legs, Shoulders, Core",Arms,Lower,2,0.6900541326936546,0.8758063240397219,,0.5816993464052287,,0.6672243557635094,1.9900509620362572,,0.35141056997211917,
Thrusters,HIIT,"Lower Back, Glutes",Arms,Lower,2,0.6257461408261036,0.4322098744798204,,0.4509803921568627,,0.1184311354269174,-0.16471017821167624,,-0.23489236352034326,
Pull-ups,Strength,Shoulders,Shoulders,Wrist Extensors,3,0.6256024915742436,0.5586314318148362,,0.3921568627450981,,0.11720525769014203,0.44938008176533295,,-0.49872868359195094,
Push-ups,Strength,"Triceps, Chest",Arms,Upper,2,0.44778718639768483,0.21181871598533306,,0.019607843137254947,,-1.4002396370899914,-1.2352559511755723,,-2.169692044045469,
Tricep Dips,Cardio,"Core, Shoulders, Hips",Shoulders,Lower Chest,3,0.6125486957049084,0.5539693406179304,,0.4313725490196078,,0.005806433613911694,0.426734064302048,,-0.32283780354421254,
Decline Push-ups,Cardio,"Biceps, Forearms",Forearms,Lower Chest,2,0.6325149193555468,0.6782976672155195,,0.5686274509803922,,0.17619471440119275,1.030656496617104,,0.29278027662287365,
Pull-ups,Yoga,Core,Back,Quads,3,0.5200390776395531,0.46985754642820055,,0.30718954248366004,,-0.7836545608260613,0.018162657257709942,,-0.8798255903620522,
Bird Dogs,HIIT,"Obliques, Core",Abs,Lateral,3,0.6413525672211842,0.23508545406403758,,0.3921568627450981,,0.25161366454308326,-1.1222382227378032,,-0.49872868359195094,
Bicycle Crunches,Yoga,Core,Legs,Anterior,1,0.4528444666788903,0.5784611536455833,,0.4640522875816993,,-1.3570816865605502,0.5457025705165645,,-0.17626207017109696,
Dead Bugs,Strength,"Back, Core, Shoulders",Abs,Triceps,1,0.704674165927342,0.5763037880480509,,0.5686274509803922,,0.7919891771603321,0.53522320901698,,0.29278027662287365,
Bird Dogs,Cardio,"Quadriceps, Glutes",Arms,Anterior,2,0.3662363150825324,0.5436339342600631,,0.5294117647058822,,-2.096180592336646,0.3765300286054178,,0.116889396575134,
Jumping Jacks,HIIT,"Core, Shoulders, Legs",Shoulders,Quads,1,0.7036941110615992,0.3484831461988408,,0.503267973856209,,0.7836255593539279,-0.5714111350812386,,-0.0003711901233585814,
Glute Bridges,HIIT,"Core, Lower Back",Shoulders,Lower Chest,1,0.6725432693084706,0.23926276474439365,,0.3921568627450981,,0.5177896925287799,-1.1019470172204822,,-0.49872868359195094,
Bulgarian Split Squats,Yoga,"Back, Core, Shoulders",Abs,Middle,1,0.555317656339533,0.5239260983465472,,0.6535947712418301,,-0.4825933046522546,0.28079959833042917,,0.6738771833929739,
Box Jumps,Cardio,"Core, Obliques",Forearms,Grip Strength,3,0.5728135305307559,0.42050273432269825,,0.4444444444444443,,-0.3332865565923772,-0.2215773842026847,,-0.2642075101949668,
Bird Dogs,Cardio,Lower Abs,Arms,Upper,3,0.589096555706867,0.4203313201815381,,0.4444444444444443,,-0.19433005112996932,-0.2224100250649532,,-0.2642075101949668,
Deadlift,Yoga,"Glutes, Hamstrings, Core",Back,Wrist Extensors,1,0.531258981138156,0.5318391623175943,,0.5751633986928104,,-0.6879058553534064,0.31923715291866933,,0.32209542329749613,
Face Pulls,Strength,"Core, Shoulders, Legs",Abs,Posterior,1,0.5076283029339135,0.37624248066604876,,0.052287581699346365,,-0.8895659541037083,-0.43657070692085126,,-2.023116310672354,
Leg Press,Yoga,"Full Body, Core, Shoulders",Back,Posterior,2,0.5018295246601143,0.5239805661616225,,0.4313725490196078,,-0.9390517195658058,0.2810641746845338,,-0.32283780354421254,
Burpees,Strength,"Lower Abs, Hip Flexors",Arms,Middle,1,0.6198064180340542,0.4108426903976283,,0.5359477124183007,,0.06774257395435475,-0.26850085999578416,,0.146204543249758,
Reverse Lunges,Cardio,Lower Abs,Legs,Wrist Extensors,1,0.7581001506248412,0.33202517550529465,,0.8823529411764705,,1.2479172405366736,-0.6513554081541542,,1.6999073170047827,
Dead Bugs,Yoga,Shoulders,Arms,Quads,1,0.6098084546916882,0.5142965421218813,,0.6405228758169934,,-0.01757830670329218,0.2340242159500502,,0.6152468900437273,
Prone Cobras,Yoga,"Upper Back, Rear Deltoids",Legs,Quads,2,0.5655050750477237,0.3183787757766649,,0.4248366013071894,,-0.3956556448463001,-0.7176425298583837,,-0.3521529502188361,
Zottman Curls,Cardio,"Core, Shoulders, Hips",Legs,Upper,2,0.7079460444399162,0.5886503177038158,,0.830065359477124,,0.8199108194526908,0.5951962370823644,,1.4653861436077975,
Kettlebell Swings,Yoga,"Lower Chest, Triceps",Legs,Quads,2,0.45317352235593256,0.38716819293237104,,0.16993464052287582,,-1.354273582630855,-0.38349927173610604,,-1.4954436705291374,
Turkish Get-ups,Cardio,"Chest, Triceps",Back,Upper,2,0.5492849658735903,0.6886370430691479,,0.4248366013071894,,-0.5340752360880436,1.0808798140623164,,-0.3521529502188361,
Glute Bridges,HIIT,"Chest, Triceps",Chest,Grip Strength,2,0.6623091565337259,0.27357206771584014,,0.3856209150326798,,0.4304535536782992,-0.9352902442341086,,-0.528043830266574,
Pull-ups,HIIT,"Glutes, Hamstrings",Shoulders,Grip Strength,2,0.662402966280734,0.26113281298118524,,0.4509803921568627,,0.4312541097470625,-0.9957136825697214,,-0.23489236352034326,
Pull-ups,HIIT,"Chest, Triceps",Abs,Upper,2,0.729651161773859,0.3398007910995062,,0.6143790849673202,,1.0051385165639817,-0.6135855063875024,,0.4979863033452348,
Deadlifts,Strength,"Glutes, Hamstrings",Legs,Posterior,1,0.6399233519878909,0.267791623307292,,0.4575163398692809,,0.23941699026271404,-0.9633686407074352,,-0.20557721684572047,
Glute Bridges,Cardio,"Back, Core, Shoulders",Shoulders,Quads,2,0.3710833756865549,0.27001144834170177,,0.3594771241830066,,-2.0548166199780193,-0.9525858837060184,,-0.6453044169650666,
Bench Press,HIIT,"Quadriceps, Glutes",Back,Lateral,1,0.6024906286338161,0.16472378792316614,,0.23529411764705882,,-0.0800273618134873,-1.4640186497765353,,-1.2022922037829062,
Bench Press,HIIT,"Core, Lower Back",Abs,Lower,2,0.5894744848794812,0.5457377187046981,,0.20915032679738563,,-0.1911048692874818,0.3867491206952101,,-1.3195527904813986,
Dragon Flags,HIIT,Calves,Abs,Lats,1,0.5590665632287115,0.4177771802666231,,0.14379084967320255,,-0.45060078514252266,-0.234816710106899,,-1.6127042572276302,
Zottman Curls,Strength,"Shoulders, Triceps",Forearms,Lats,3,0.5735191981930035,0.7926235641934549,,0.3464052287581699,,-0.32726451146850144,1.585992321275859,,-0.7039347103143131,
Bulgarian Split Squats,Cardio,"Core, Shoulders, Hips",Chest,Triceps,1,0.10083401540100936,0.5804995634283441,,0.18300653594771243,,-4.36107766806782,0.5556041064557089,,-1.4368133771798912,
Mountain Climbers,Strength,"Back, Biceps",Forearms,Lower Chest,3,0.5393299730473049,0.37739942730690956,,0.19607843137254907,,-0.619029413833431,-0.4309508610777646,,-1.3781830838306446,
Reverse Lunges,HIIT,"Lower Back, Glutes",Chest,Quads,2,0.6441585694566391,0.28561010669242903,,0.3986928104575163,,0.2755595996958803,-0.8768157036527348,,-0.4694135369173282,
Jumping Jacks,Yoga,"Back, Core, Shoulders",Shoulders,Middle,3,0.4826841169163374,0.4096115124836717,,0.16993464052287582,,-1.1024353001323466,-0.2744812828065552,,-1.4954436705291374,
Shoulder Press,Cardio,"Chest, Triceps",Shoulders,Lats,3,0.6531038565748395,0.322109607356708,,0.633986928104575,,0.35189712450218225,-0.69952008790137,,0.5859317433691038,
Pull-ups,Strength,"Core, Lower Back",Chest,Quads,3,0.6508277984550311,0.5327075561119083,,0.5163398692810457,,0.3324736402824371,0.32345535891260085,,0.05825910322588796,
Lat Pulldowns,Strength,"Lower Abs, Hip Flexors",Back,Wrist Extensors,2,0.6180405312078581,0.16427972975083888,,0.3660130718954248,,0.05267280284263769,-1.4661756537261603,,-0.6159892702904438,
Flutter Kicks,HIIT,Triceps,Back,Wrist Flexors,3,0.6926436935024596,0.5803831497152396,,0.5424836601307189,,0.6893232174174155,0.5550386291047555,,0.17551968992438055,
Russian Twists,Strength,Triceps,Abs,Wrist Flexors,1,0.5682841927576343,0.2931163296340025,,0.2679738562091503,,-0.37193913755965513,-0.840354371465368,,-1.0557164704097906,
Deadlifts,Strength,"Rear Deltoids, Upper Back",Abs,Wrist Flexors,3,0.5329718149717799,0.7923737588643327,,0.2941176470588235,,-0.6732888292551265,1.5847788967402179,,-0.9384558837112983,
Mountain Climbers,Strength,"Core, Obliques",Forearms,Lower Chest,1,0.5926450712877251,0.23603416194593882,,0.3921568627450981,,-0.16404763620019555,-1.1176298926229076,,-0.49872868359195094,
Bulgarian Split Squats,HIIT,"Quadriceps, Hamstrings, Glutes",Chest,Lateral,2,0.7660229830064322,0.364284526842096,,0.5686274509803922,,1.3155293144113416,-0.4946562354283403,,0.29278027662287365,
Push Ups,Cardio,Full Body,Back,Lateral,1,0.6351320661224058,0.3506836742385947,,0.4836601307189542,,0.19852898982431888,-0.5607221128566652,,-0.08831663014722764,
Deadlifts,Cardio,"Rear Deltoids, Upper Back",Arms,Upper,3,0.5864626760950625,0.30090591360985675,,0.3594771241830066,,-0.21680712174225264,-0.8025166185561168,,-0.6453044169650666,
Push Ups,Cardio,"Lower Abs, Hip Flexors",Abs,Grip Strength,1,0.610853252347697,0.7483768852014732,,0.503267973856209,,-0.00866218518262414,1.3710649372277315,,-0.0003711901233585814,
Plyo Squats,Strength,"Core, Shoulders, Hips",Legs,Lower,2,0.7562858406301343,0.26891046357801024,,0.718954248366013,,1.2324342345249983,-0.9579338958173894,,0.9670286501392046,
Flutter Kicks,Yoga,"Legs, Core",Legs,Wrist Flexors,3,0.5692095636770544,0.43211126465523353,,0.5098039215686274,,-0.36404218304239466,-0.16518917351986068,,0.02894395655126494,
Dragon Flags,Cardio,"Quadriceps, Calves, Glutes",Back,Anterior,3,0.6352259873349839,0.08202128211523887,,0.5490196078431373,,0.19933049712087422,-1.8657444658709825,,0.20483483659900406,
Flutter Kicks,Cardio,"Shoulders, Upper Back",Chest,Anterior,2,0.570477171769978,0.6740699675356578,,0.3464052287581699,,-0.35322463599671744,1.0101205275131075,,-0.7039347103143131,
Push Ups,Yoga,"Biceps, Forearms",Chest,Triceps,1,0.5409960468433849,0.4546759375441706,,0.5163398692810457,,-0.6048114297646344,-0.055581713109107124,,0.05825910322588796,
Scissors Kicks,Cardio,"Glutes, Hamstrings",Back,Triceps,1,0.6601508274559755,0.4112344847930721,,0.6209150326797384,,0.4120347486320417,-0.2665977263275438,,0.5273014500198573,
Pull-ups,Cardio,"Chest, Triceps, Shoulders",Abs,Posterior,3,0.5373770212067202,0.9446672307807837,,0.20261437908496732,,-0.6356955652499485,2.324541479431258,,-1.3488679371560217,
Renegade Rows,Yoga,"Core, Obliques",Forearms,Triceps,2,0.6427934961156565,0.5714008737249026,,0.784313725490196,,0.26391030117111225,0.5114073978941307,,1.2601801168854359,
Burpees,Strength,"Shoulders, Upper Back",Shoulders,Quads,2,0.6118470357225672,0.11157157025902519,,0.4575163398692809,,-0.0001814106665235302,-1.722204515002278,,-0.20557721684572047,
Pistol Squats,Cardio,Core,Abs,Upper,3,0.7380305634423707,0.20446149326681926,,0.9084967320261438,,1.0766468733422117,-1.2709935176726235,,1.8171679037032757,
Tricep Extensions,Strength,"Core, Shoulders, Hips",Arms,Triceps,3,0.30246833779839777,0.4864151279822224,,0.5098039215686274,,-2.640365422119352,0.09859078815120248,,0.02894395655126494,
Renegade Rows,HIIT,Core,Arms,Anterior,3,0.5076313396778847,0.12965826436005945,,0.058823529411764684,,-0.8895400390587056,-1.6343487496030615,,-1.9938011639977309,
Windshield Wipers,Strength,"Glutes, Hamstrings, Core",Legs,Triceps,1,0.6215863134959032,0.25663931599591155,,0.3856209150326798,,0.08293189232682698,-1.017540756923664,,-0.528043830266574,
Zottman Curls,Yoga,"Quadriceps, Calves, Glutes",Legs,Middle,1,0.5028605117473983,0.2730913920128085,,0.3594771241830066,,-0.9302534550371707,-0.9376251171281127,,-0.6453044169650666,
Resistance Band Pull-Aparts,HIIT,"Triceps, Chest",Chest,Posterior,1,0.6914230219598924,0.19792870100533136,,0.43790849673202603,,0.6789062187308694,-1.302726429232966,,-0.2935226568695898,
Lat Pulldowns,Strength,Quadriceps,Back,Triceps,3,0.6713852747481333,0.6385340159430692,,0.6470588235294117,,0.5079075683099319,0.837505332667862,,0.6445620367183504,
Flutter Kicks,HIIT,"Legs, Shoulders, Core",Abs,Lats,2,0.6748431975337579,0.6900135757078875,,0.37254901960784315,,0.5374168800780041,1.0875662946263105,,-0.5866741236158205,
Bird Dogs,HIIT,"Upper Back, Rear Deltoids",Shoulders,Lower Chest,3,0.7323752542896071,0.8326964500372873,,0.5751633986928104,,1.0283854484117565,1.7806455861510586,,0.32209542329749613,
Plyometric Push-ups,HIIT,"Lower Chest, Triceps",Abs,Middle,1,0.7077980771288832,0.24289862410792362,,0.6078431372549018,,0.8186480921497832,-1.0842859009610675,,0.46867115667061127,
Plyometric Push-ups,Cardio,Full Core,Abs,Wrist Flexors,2,0.5645584496147702,0.3837337091492868,,0.4117647058823529,,-0.40373398168619185,-0.4001822100236956,,-0.4107832435680819,
Leg Raises,Strength,Lower Abs,Forearms,Lateral,1,0.634662714705997,0.5898699044843978,,0.6405228758169934,,0.19452362645033833,0.6011203561878381,,0.6152468900437273,
Step-ups,Strength,Full Body,Back,Middle,2,0.6455904192187079,0.7424426067629871,,0.6143790849673202,,0.2877787565867116,1.3422392949410382,,0.4979863033452348,
Zottman Curls,Cardio,"Back, Hamstrings, Glutes",Abs,Wrist Flexors,3,0.7179471686933558,0.4922074454836479,,0.8823529411764705,,0.9052586747758021,0.12672685794263638,,1.6999073170047827,
Lateral Raises,Strength,"Lower Chest, Triceps",Abs,Triceps,1,0.6266982012832996,0.3676666853384976,,0.35294117647058826,,0.12655585381861933,-0.47822746620479073,,-0.6746195636396898,
Seated Rows,Yoga,"Rear Deltoids, Upper Back",Legs,Middle,2,0.6267029838336668,0.36573343832008864,,0.784313725490196,,0.1265966672718351,-0.48761817605808344,,1.2601801168854359,
Bicep Curls,Strength,"Triceps, Chest",Legs,Lateral,3,0.7359804676640094,0.2580391238348594,,0.6470588235294117,,1.059151712452682,-1.0107412175266024,,0.6445620367183504,
Plank,Strength,"Quadriceps, Glutes",Shoulders,Triceps,2,0.6782376587673394,0.828072353315467,,0.5555555555555556,,0.5663846219960178,1.758184126112748,,0.2341499832736271,
Bulgarian Split Squats,Strength,"Quadriceps, Calves, Glutes",Forearms,Anterior,3,0.5907776129234843,0.6424583949864815,,0.3790849673202614,,-0.17998420115571495,0.856567927670003,,-0.5573589769411975,
Leg Raises,Strength,"Shoulders, Triceps",Shoulders,Lower,2,0.6135878946793534,0.49638388039809206,,0.47058823529411753,,0.014674776959645794,0.14701380944404535,,-0.14694692349647417,
Leg Raises,Cardio,"Triceps, Chest",Legs,Lower,2,0.4751810811915681,0.3980446198755026,,0.12418300653594776,,-1.1664649023344693,-0.3306672390517669,,-1.700649697251499,
Leg Press,Cardio,"Rear Deltoids, Upper Back",Legs,Lower,3,0.6098909590740526,0.5695906650969756,,0.4967320261437908,,-0.01687422865055396,0.5026143446335191,,-0.029686336797981355,
Glute Bridges,Yoga,Lower Abs,Forearms,Lower,3,0.5273284683532534,0.10476002788696631,,0.4575163398692809,,-0.7214481679985199,-1.7552914498121175,,-0.20557721684572047,
Dragon Flags,Strength,"Core, Obliques",Shoulders,Lats,3,0.5895205574177121,0.7537897520349746,,0.4575163398692809,,-0.19071169425758927,1.397357832767669,,-0.20557721684572047,
Frog Jumps,Yoga,"Obliques, Core",Shoulders,Lower Chest,3,0.4857575211282496,0.4200627378584998,,0.3856209150326798,,-1.0762074030099298,-0.22371465848394176,,-0.528043830266574,
Plank,HIIT,"Legs, Core",Chest,Middle,1,0.6120478952170729,0.4307975140528057,,0.21568627450980388,,0.0015326893329295848,-0.17157069156153412,,-1.2902376438067757,
Dips,Strength,"Glutes, Hamstrings",Forearms,Lateral,3,0.6454252310929447,0.5863085737317175,,0.6013071895424835,,0.2863690698453554,0.5838212612084741,,0.43935600999598823,
Deadlifts,Strength,"Quadriceps, Glutes",Shoulders,Lower Chest,3,0.8263638949158918,0.30558068589579096,,0.915032679738562,,1.8304681642053466,-0.7798090029491104,,1.8464830503778982,
Dips,Cardio,Full Body,Chest,Quads,3,0.6204038090577445,0.3991673681887377,,0.5555555555555556,,0.072840605072577,-0.3252135109210794,,0.2341499832736271,
Leg Press,Yoga,"Upper Back, Rear Deltoids",Forearms,Lats,1,0.6584291640558165,0.6477146029273162,,0.8431372549019608,,0.39734237254828997,0.8820998556807204,,1.5240164369570446,
Shoulder Press,Yoga,"Back, Hamstrings, Glutes",Forearms,Lateral,2,0.48124702927320623,0.3137233171553343,,0.326797385620915,,-1.11469915618937,-0.7402563297145992,,-0.7918801503381827,
Decline Push-ups,HIIT,"Lower Chest, Triceps",Abs,Middle,1,0.7957650547597337,0.5554471677439886,,0.6732026143790849,,1.5693429830233807,0.43391258087131696,,0.7618226234168429,
