meal_name,Calories,Proteins,Carbs,Fats,sugar_g,serving_size_g,sodium_g,cholesterol_g,C,P,M,ED,F
Steamed Paleo Dinner,2638.0,73.81,184.75,48.94,35.4,309.21,0.4689,0.09885,0.5708298996864187,0.01959191475127829,0.6963138050138796,0.08951306114638433,0.5418009741584677
Roasted Low-Carb Dinner,2167.0,77.4,195.94,52.27,14.58,480.02,1.89656,0.19835,0.9378228905386423,0.4066039088259187,0.695820502022102,0.09684358085637919,0.3668868408854635
Raw Vegetarian Dinner,1418.0,84.44,211.1,56.52,6.98,367.57,1.39515,0.28714,0.4091164001796016,0.20488682881763587,0.6995234452829495,0.03958299390634228,0.40954915468801767
Boiled Paleo Snack,1317.0,123.58,309.46,82.84,21.89,233.78,2.40667,0.03271,0.3799762334531278,0.45426163966805244,0.6991184163423159,0.07447854847056176,0.4609331745675407
Steamed Low-Carb Breakfast,2289.0,102.19,256.16,67.81,8.59,319.2,1.71007,0.06078,0.6604142736326573,0.31797836925184364,0.6958094085495989,0.1046935057256889,0.6094668750628234
Baked Balanced Breakfast,1723.0,85.21,210.69,56.78,32.83,271.87,0.62424,0.02124,0.4971139333635074,0.20979277169844376,0.703706388827537,0.08831479508521788,0.6343675571962049
Boiled Vegetarian Dinner,1577.0,71.95,180.02,47.71,50.06,282.82,1.1500899999999998,0.03301,0.4549905240361295,0.1253086124782976,0.6965359039917056,0.07334826444547371,0.4573675903314103
Fried Vegetarian Dinner,1984.0,139.49,348.88,92.94,19.94,310.19,2.03893,0.24975,0.42931255533656354,0.3334448320351699,0.6980356066142858,0.0580413376748058,0.24202561455611438
Raw Low-Carb Dinner,1558.0,131.92,330.13,87.22,3.8,289.96,0.65961,0.15197,0.6742630657402884,0.9276532708940601,0.6956327897091537,0.1221572644327991,0.6868435266125026
Boiled Keto Breakfast,1691.0,76.7,191.92,51.18,43.3,357.92,0.07016,0.29029,0.73182210793763,0.3999139867157261,0.6982286454633534,0.10303741821846871,0.32939749278209607
Boiled Vegetarian Breakfast,1660.0,113.64,283.48,75.23,30.21,273.22,0.68123,0.156,0.35920304529168123,0.20992019878625698,0.6975516299521508,0.053319266562512416,0.47925410342970043
Baked Paleo Dinner,2425.0,90.5,225.01,60.24,38.71,340.05,1.80169,0.2226399999999999,0.6996525179376121,0.24349723642503307,0.7006895726549867,0.10391239568797134,0.1685433225462718
Boiled Vegetarian Dinner,2283.0,98.24,244.52,65.02,37.25,215.36,1.16933,0.1971699999999999,0.6586831746192033,0.29281151940873823,0.6985811476717407,0.17209374807737318,0.30369553181786413
Steamed Balanced Snack,1332.0,102.19,254.14,67.75,47.4,142.61,2.04703,0.14849,0.38430398098676255,0.31797836925184364,0.6994614513864466,0.14731936869301623,0.183233778452071
Steamed Vegetarian Lunch,1964.0,104.31,263.56,69.76,19.57,112.82,2.2591,0.22943,0.4249848078029288,0.16533664643761647,0.6940587564408611,0.22034452536635515,0.23767556536813117
Grilled Balanced Snack,1749.0,96.85,242.21,64.8,1.61,208.6,0.41905,0.1651,0.7569230436327113,0.5924881731734122,0.6992370240730592,0.21092182206823254,0.7223994734111665
Raw Vegetarian Snack,1541.0,102.75,255.39,68.36,23.1,239.57,1.57073,0.26899,0.4446039299554062,0.32154632771061303,0.7007008682953599,0.09017715682260921,0.26298051708444636
Boiled Balanced Breakfast,1292.0,92.71,232.53,62.33,9.82,268.4,1.42279,0.2484799999999999,0.559144981345605,0.5529220624074161,0.6991453398031519,0.10566651663666979,0.41029070538197776
Raw Balanced Lunch,1715.0,93.69,235.92,62.61,37.24,232.7,2.44673,0.1354,0.49480580134556884,0.26382185693123716,0.6955276156468551,0.1086031749898707,0.21810003619151797
Steamed Keto Lunch,1883.0,83.58,209.45,56.39,3.97,310.63,2.33547,0.21399,0.8149148605834164,0.465666364027333,0.7005460102749388,0.14245866388431347,0.37221705641861136
Boiled Balanced Snack,1898.0,108.67,268.47,72.15,34.9,495.63,2.1864,0.19785,0.5476043212559123,0.3592647457033179,0.7031202222197213,0.03902687981152387,0.1715885635595642
Baked Low-Carb Breakfast,2504.0,113.4,280.83,75.01,1.68,379.68,2.12771,0.12613,0.7224453216147548,0.3894012519711378,0.7009090926391471,0.09337383083115403,0.5196942252509418
Fried Balanced Breakfast,2578.0,72.03,180.5,47.94,10.53,428.26,1.0380699999999998,0.1239599999999999,0.8843066858289709,0.3552826492091556,0.6967923422646712,0.1412157177812038,0.6151888243326677
Roasted Low-Carb Lunch,1727.0,139.49,348.88,92.94,5.4,226.5,0.99112,0.13281,0.49826799937247657,0.5556298880234466,0.6980356066142858,0.11360876280425238,0.64987026802964
Boiled Balanced Snack,1565.0,84.06,212.13,56.47,41.35,263.8,2.2567,0.24089,0.45152832600922177,0.20246571414918524,0.6959133165076496,0.08035475589659465,0.059387168751115604
Raw Vegetarian Breakfast,1729.0,102.13,255.82,67.98,32.54,279.6,1.7360799999999998,0.03194,0.374133774282721,0.15491948200888803,0.6970267357814945,0.05491315033319665,0.46043539765515273
Grilled Vegetarian Lunch,1799.0,116.04,291.12,77.66,37.88,122.82,0.95185,0.0517899999999999,0.5190411875339233,0.40622162756247904,0.697755567912555,0.25161485448971943,0.5104758722274607
Grilled Paleo Breakfast,1630.0,93.6,232.69,62.32,10.48,391.33,1.19151,0.05098,0.47028189865497216,0.26324843503607775,0.7008209899037534,0.04562605806879303,0.6832812270794685
Grilled Paleo Snack,2707.0,78.6,193.42,52.37,3.8,459.98,0.65297,0.06837,0.7810141715699446,0.16767811917618386,0.7060283177917411,0.07942158864079941,0.7911372181505854
Raw Vegetarian Lunch,1037.0,108.89,271.94,73.0,22.57,222.24,1.11507,0.04911,0.44878741923791976,0.7075548334687245,0.700472684364957,0.1013161738882367,0.6054913331518118
Grilled Low-Carb Snack,1860.0,92.13,229.71,61.3,32.25,296.82,2.40887,0.01538,0.8049610412560566,0.5473789840875423,0.6991884570430131,0.1484881853163439,0.40411532486091517
Boiled Low-Carb Dinner,2010.0,71.52,178.19,47.85,7.53,143.92,2.4588,0.07161,0.8698772542605774,0.350408563100301,0.7010778735939458,0.37545152261150916,0.5212996790799223
Steamed Vegetarian Breakfast,1459.0,85.26,213.75,56.96,20.25,296.73,0.55765,0.16272,0.3157091825786523,0.07430592058106757,0.6976123033430429,0.03624083530967279,0.5642700838337704
Baked Vegetarian Lunch,1244.0,92.86,233.4,62.1,9.87,267.81,1.3975499999999998,0.24975,0.5383717931841583,0.5543556171453146,0.696632206466214,0.1006959032719101,0.41204149876596297
Boiled Balanced Snack,2037.0,73.92,182.63,49.8,16.08,153.36,0.38764,0.12621,0.587708115067594,0.13786018062789698,0.7071286463581635,0.22479117250130884,0.6657918666880813
Roasted Vegetarian Lunch,1608.0,97.61,246.76,65.86,43.38,397.09,2.12053,0.21368,0.6959018034084619,0.5997515171787642,0.6962564651147651,0.08313866648891881,0.09763643143579404
Raw Vegetarian Snack,1182.0,102.69,256.42,67.75,43.79,143.68,2.16139,0.01636,0.34102650565041537,0.32116404644717345,0.6961244347508576,0.12543672773462428,0.33242060486704395
Baked Vegetarian Snack,2406.0,123.8,308.22,82.58,40.7,408.6,0.8081499999999999,0.02979,0.694170704395008,0.45566333763399747,0.700608059892647,0.0794876355130493,0.5374234905553934
Steamed Vegan Lunch,1901.0,81.14,203.79,54.29,0.54,291.93,1.6933,0.04944,0.822704806143959,0.44234720695751895,0.697140969923514,0.1557221703654914,0.6867303584402367
Raw Vegan Lunch,1396.0,110.05,275.31,72.88,21.73,257.94,2.0635100000000004,0.0576,0.40276903713027057,0.36805721476242803,0.6962461736190211,0.07012793090132653,0.4623840405372629
Boiled Vegetarian Breakfast,1978.0,101.71,255.41,68.22,23.11,453.4,1.51828,0.13943,0.4280142310764732,0.15291250537583023,0.6979019542105234,0.028070774157706892,0.43071216344323315
Boiled Balanced Dinner,1631.0,84.73,211.91,56.36,11.13,233.75,0.6474500000000001,0.00777,0.47057041515721443,0.20673452159092723,0.6975955257924794,0.10089072294059481,0.8114870470414497
Grilled Vegetarian Lunch,2022.0,109.81,276.71,73.91,18.34,379.71,1.96575,0.12701,0.43753527565046946,0.19161848329908732,0.697158373615794,0.04225693009835677,0.4165239360067403
Fried Paleo Breakfast,2799.0,122.1,303.22,81.24,47.05,300.33,0.87239,0.25898,0.605668267332178,0.2503464423949921,0.7011529085824855,0.10113186666326042,0.21877874641617445
Grilled Keto Lunch,2370.0,87.71,223.24,59.15,42.13,399.71,0.1436,0.05212,0.974323834528573,0.5051369044774692,0.6927816496265107,0.138550731698728,0.5963916310117446
Steamed Vegan Snack,1246.0,80.05,201.8,53.97,0.05,379.36,1.3583599999999998,0.02638,0.3594915617939235,0.1769165830426403,0.6974241834296511,0.028317080680723455,0.7680032356003871
Roasted Vegan Dinner,3046.0,79.26,198.71,53.04,2.33,482.77,0.6584800000000001,0.24496,0.8788212658300891,0.17188321307401924,0.6980683189688752,0.0877613125632025,0.5831842194187548
Boiled Paleo Dinner,1380.0,95.13,235.47,62.5,47.47,253.55,2.05124,0.21718,0.3981527730943937,0.2729966072537869,0.6992868132451135,0.07072930403952254,0.09772331104947707
Raw Balanced Breakfast,3040.0,96.98,241.09,64.26,32.45,219.43,2.029,0.10427,0.8770901668166352,0.2847836128765072,0.6994976365023293,0.23602396124712577,0.32880640089489677
Roasted Vegetarian Snack,1270.0,69.71,174.44,46.5,42.58,466.76,1.38951,0.08692,0.5496239367716086,0.33311033592966016,0.6981055007719763,0.04397621098066901,0.3674432285562518
Raw Vegan Lunch,1726.0,69.71,174.44,46.5,7.83,123.28,1.1096400000000002,0.0949,0.3734846121526757,0.0,0.6981055007719763,0.17012138731784174,0.6610077369260443
Grilled Keto Lunch,1782.0,120.75,300.16,80.36,16.08,367.34,1.53747,0.2971999999999999,0.7712046104937059,0.8209012280785587,0.7007356688603781,0.1067683901368743,0.3199768069138401
Baked Keto Dinner,1964.0,115.99,289.15,76.95,31.04,468.57,0.22953,0.2683899999999999,0.4249848078029288,0.2211497108997945,0.6984674587425862,0.0255487558277917,0.400263433351815
Fried Low-Carb Breakfast,2752.0,105.5,264.55,70.53,24.92,236.69,1.88174,0.2150999999999999,0.7939974141708488,0.3390675522849269,0.6976941621972048,0.19225934289174806,0.270272022652303
Roasted Keto Lunch,2202.0,118.5,298.35,78.94,15.77,359.84,2.3995100000000003,0.22904,0.6353133379375759,0.42189515936350164,0.6947271115725104,0.08402684204685885,0.2645064252026197
Raw Paleo Breakfast,2359.0,95.03,237.93,63.38,13.09,435.53,0.3583,0.18175,0.9790843568155712,0.5750943756869116,0.6977942193738141,0.1234316833855606,0.624028576803634
Raw Vegan Lunch,1994.0,69.71,174.96,46.5,17.07,234.14,1.67884,0.2139,0.4314764291033809,0.0,0.6966408754868367,0.08928982481354081,0.3607634898586216
Steamed Vegetarian Snack,1932.0,78.92,197.3,52.29,42.44,464.83,1.87629,0.06287,0.41806041174911335,0.04401013045348118,0.6967122448274343,0.025031169349513136,0.3269045640617094
Grilled Vegan Breakfast,2149.0,102.49,257.25,68.53,20.57,134.13,0.89451,0.00623,0.46501647248905,0.15663974769436612,0.697269474968881,0.19990970777476286,0.7059047063975336
Roasted Low-Carb Dinner,2267.0,94.9,238.82,63.5,13.26,439.19,0.39308,0.18366,0.9811003658749895,0.573851961580733,0.6961849242401913,0.11592641512990075,0.615288529754334
Roasted Low-Carb Dinner,3023.0,112.06,279.54,74.98,17.79,127.11,2.42477,0.16654,0.6917219205822263,0.7378506235963109,0.7004946143986488,0.6648115415884421,0.32649539094754887
Steamed Balanced Breakfast,2425.0,78.82,196.52,52.61,16.08,273.0,1.51157,0.2274499999999999,0.6996525179376121,0.1690798171421289,0.7000707046425686,0.13833133949037155,0.376000409132215
Boiled Paleo Snack,2023.0,77.85,190.6,51.44,46.82,264.1,1.46095,0.2877699999999999,0.8755033260543025,0.4109045730396138,0.706242818843355,0.18956599210751468,0.11928639200910962
Steamed Paleo Snack,1306.0,82.66,209.57,55.8,16.09,233.15,0.44265,0.08331,0.37680255192846235,0.19354581800226178,0.6949719872310709,0.07385054013865223,0.7106766257028807
Roasted Low-Carb Breakfast,2150.0,91.36,228.54,60.81,5.62,467.65,2.10543,0.09303,0.6203104798209755,0.2489766012010003,0.6976726081543558,0.05411883924505679,0.534112838469351
Boiled Keto Snack,2417.0,139.41,347.92,92.94,3.21,394.25,1.0497999999999998,0.2868799999999999,0.6973443859196734,0.5551201796721937,0.6992676070205524,0.08424775037088439,0.4886171490556128
Raw Vegetarian Dinner,1448.0,88.22,222.53,58.72,34.22,247.21,1.59097,0.01935,0.4177718952468711,0.22897054841432915,0.6935762796850701,0.07887783080167173,0.4845687943936432
Baked Vegan Dinner,2664.0,83.07,205.75,55.63,47.51,498.97,1.60627,0.1119,0.7686079619735251,0.1961580733024322,0.7042396897766927,0.06869116144419549,0.29303188909827005
Roasted Vegan Snack,3174.0,88.67,221.4,58.74,7.58,349.83,1.44689,0.29993,0.9157513781171054,0.231837657890126,0.6972759760530969,0.1420689170515932,0.39743757788049083
Fried Vegetarian Lunch,2135.0,78.5,194.66,51.96,8.66,329.63,2.1750700000000003,0.01022,0.9239740984310113,0.41711664357050693,0.7004416382733096,0.15469412910289246,0.6032969678474654
Raw Keto Snack,1788.0,121.55,302.87,81.45,33.3,289.01,1.22937,0.05259,0.5158675060092579,0.4413277902550134,0.7014605776212371,0.08534841015757438,0.5034140214908536
Steamed Vegetarian Dinner,3387.0,118.37,297.15,78.97,18.08,464.59,2.33858,0.06333,0.7329040448210387,0.2325225784871219,0.6965782917755474,0.07122079931819669,0.45186214793089374
Raw Paleo Lunch,1964.0,98.03,246.27,66.19,40.1,142.73,0.2384099999999999,0.06375,0.4249848078029288,0.1353275672576098,0.6995421234590786,0.16657821446557142,0.5834573607633275
Steamed Vegan Snack,2609.0,77.06,193.76,51.08,20.58,286.23,0.91376,0.04984,0.7527395543501978,0.15786623341456812,0.6940056990607866,0.14289563049275902,0.6491114340401184
Roasted Low-Carb Snack,2599.0,95.04,234.69,63.44,23.55,473.77,2.43029,0.2548,0.7498543893277747,0.27242318535862764,0.7048247961321807,0.07157570296242065,0.17391730681929596
Roasted Paleo Snack,1556.0,106.63,267.47,70.99,17.19,119.75,1.93363,0.2653,0.6733975162335614,0.6859559420843885,0.6963876402318595,0.3467893772176011,0.25900242818501606
Fried Vegetarian Dinner,2019.0,76.86,191.43,51.42,16.52,361.04,0.77375,0.01538,0.8737722270408486,0.40144311176948433,0.7012290286636942,0.12861341851679028,0.7428735763863124
Roasted Keto Dinner,1646.0,118.53,297.21,78.78,39.1,366.46,0.21558,0.13691,0.47489816269084917,0.4220862999952214,0.6961056043594682,0.05203908139664667,0.5039358593454615
Raw Vegetarian Lunch,1536.0,79.86,200.95,53.17,16.56,366.28,1.26239,0.266,0.664742021166292,0.4301142065274525,0.6948557206209679,0.08738493085298281,0.3612397137489247
Fried Keto Dinner,2676.0,118.2,297.24,79.34,24.89,299.55,0.8484400000000001,0.2986999999999999,0.8418947599993507,0.7965307975342857,0.6974129433406652,0.2271027126599206,0.35439734553305935
Raw Paleo Lunch,1717.0,114.46,283.99,75.49,29.34,274.82,0.68744,0.157,0.37153712576254017,0.2138385817365126,0.6991764599992611,0.05585481958317362,0.4836783720977731
Steamed Paleo Snack,1792.0,101.93,253.05,67.62,3.48,212.28,1.40098,0.1494,0.5170215720182272,0.3163218171102722,0.7004957138553392,0.12966306741388547,0.5838166103842377
Steamed Balanced Breakfast,1774.0,82.41,204.83,54.4,19.78,321.01,2.27922,0.04395,0.7677424124667982,0.45448463707172543,0.6985529686926034,0.12667175014110835,0.462975859816787
Steamed Vegan Lunch,2429.0,112.37,278.76,74.7,20.29,200.29,1.4889,0.22704,0.9487901240801282,0.7408133033879677,0.7014325751282682,0.3212527877718325,0.3480357763620562
Fried Vegetarian Breakfast,1911.0,114.29,285.7,76.37,25.47,140.81,0.50745,0.28472,0.8270325536775938,0.7591628040330672,0.6990956997908456,0.3638195047496499,0.39997652422436814
Raw Vegan Lunch,1736.0,80.16,199.46,53.05,27.19,310.66,1.29988,0.1299199999999999,0.5008646478926575,0.1776174320256128,0.6987065013294234,0.07358639999807977,0.44365272835578373
Steamed Vegetarian Snack,1215.0,88.64,221.55,58.65,43.74,122.49,0.21718,0.30277,0.26291066266830887,0.09045730396138961,0.6964470259713416,0.1099665565158908,0.3045345139886825
Steamed Paleo Dinner,1826.0,99.68,249.28,66.5,23.42,169.52,0.56551,0.20262,0.7902466996416986,0.6195345725617624,0.6984486732373252,0.2812870994697439,0.4898672919821283
Boiled Vegetarian Lunch,2691.0,82.52,205.81,54.91,35.87,252.88,0.41,0.12027,0.8354031386988987,0.45553591054618425,0.6990638012361704,0.27744979680990345,0.5204083493604303
Raw Vegetarian Snack,2215.0,94.02,238.07,63.07,28.05,485.79,1.2375699999999998,0.18966,0.639064052466726,0.2659244038801548,0.6938468381513967,0.05337460317683494,0.37245502598440705
Roasted Keto Dinner,2002.0,111.97,278.3,74.25,27.27,384.58,1.9135,0.24351,0.43320752811683483,0.20194007741195583,0.6998078075845835,0.04049659713273572,0.21276044572817276
Fried Keto Breakfast,1754.0,129.49,323.11,85.92,5.73,246.63,1.42433,0.01647,0.5060579449330191,0.4919163441168506,0.6980455587403815,0.10353044729744426,0.7276917285296877
Fried Vegetarian Lunch,2068.0,112.82,281.06,75.05,8.01,361.29,2.16906,0.0241499999999999,0.8949781899556587,0.7451139676016628,0.6995427932268494,0.13249718001430863,0.5918701078615565
Boiled Balanced Snack,1783.0,83.9,210.76,56.25,16.98,489.75,0.05072,0.03744,0.5144249234980462,0.20144629744667975,0.6976102344583374,0.035315985504531064,0.8180686172150091
Boiled Paleo Lunch,1666.0,137.87,345.41,91.98,48.13,112.99,2.29205,0.05092,0.7210027391035432,0.9845176088306972,0.6975648160317149,0.3984016116510869,0.2704015423973898
Raw Vegan Snack,1161.0,138.66,347.77,91.96,19.98,446.36,2.15795,0.09426,0.3349676591033268,0.550341663879199,0.695388917963701,0.014886568303360267,0.41645503510156967
Grilled Keto Dinner,1793.0,123.61,309.3,82.58,8.29,289.29,0.32998,0.24027,0.5173100885204693,0.45445278029977215,0.6985555957053334,0.08557038651775566,0.5921015065052057
Steamed Vegan Breakfast,1548.0,94.98,234.21,63.33,25.11,114.69,2.46288,0.0552299999999999,0.4466235454711024,0.272040904095188,0.7052166093364357,0.22901190668722926,0.40878424291786764
Grilled Paleo Snack,2305.0,75.82,189.99,50.62,28.92,187.83,1.32203,0.29063,0.9975458065028014,0.3915037989200553,0.6976723575925587,0.32550690754473327,0.254577182034203
Grilled Balanced Lunch,1896.0,82.38,206.52,54.74,9.09,341.7,1.05452,0.29441,0.5470272882514278,0.19176183877287709,0.6961465279691773,0.07281261237046197,0.44352144310202657
Fried Paleo Lunch,1997.0,75.22,188.5,50.27,15.17,447.56,1.7586400000000002,0.1429699999999999,0.8642511824668522,0.38576957996846173,0.6979154391829954,0.09529828731145104,0.451082161961063
Roasted Keto Breakfast,1258.0,89.24,222.5,60.21,24.23,348.64,1.94615,0.07737,0.3629537598208312,0.23546932989280195,0.7030525508318504,0.03468072776871153,0.43626573340554187
Raw Paleo Dinner,1717.0,100.45,251.77,66.64,15.81,123.48,1.30539,0.05264,0.7430742515250803,0.626893486882974,0.6958011232744385,0.3736532343549663,0.6242941185213322
Steamed Balanced Breakfast,1651.0,71.42,177.37,47.99,43.71,149.46,2.49936,0.10968,0.7145111178030912,0.3494528599417021,0.7038546401156505,0.2893886678076556,0.20102757558027828
Grilled Vegetarian Snack,2476.0,139.49,348.88,92.94,48.55,465.64,0.86319,0.0466199999999999,0.7143668595519701,0.5556298880234466,0.6980356066142858,0.06826697240203451,0.48258139362856833
Fried Low-Carb Lunch,3033.0,79.71,199.42,51.86,37.78,119.37,1.42075,0.23901,0.875070551300939,0.17475032254981596,0.6913535243436839,0.4630819263058677,0.2111471665865884
Grilled Keto Breakfast,2260.0,79.91,199.13,52.69,14.02,158.66,1.24053,0.105,0.6520472950676302,0.17602459342794793,0.6969700871245795,0.24369230225069613,0.5826030125684962
Grilled Keto Snack,1817.0,80.86,201.67,53.58,32.84,376.34,2.12337,0.10786,0.5242344845742849,0.18207738009907457,0.6979058928647726,0.05865094471072103,0.30759800954869687
Boiled Balanced Lunch,2518.0,139.49,348.88,92.94,42.51,308.02,0.87166,0.0153599999999999,0.7264845526461472,0.5556298880234466,0.6980356066142858,0.12441837786382427,0.5322838429259741
Raw Vegan Breakfast,1440.0,99.21,248.59,65.96,25.03,387.75,0.32302,0.05794,0.4154637632289325,0.2989917331676781,0.6965407311228637,0.03675250130745135,0.6920460800332248
Fried Paleo Snack,1505.0,122.33,306.77,81.15,3.57,197.3,0.38092,0.15222,0.4342173358746829,0.4462974466797278,0.695526459621688,0.1136727011734796,0.7291029246200045
Roasted Paleo Breakfast,1335.0,102.52,255.28,68.37,17.45,104.34,1.97671,0.09035,0.5777542957402342,0.646676542265972,0.7004691409904136,0.3409226424124693,0.46694712516735715
Fried Paleo Lunch,2523.0,98.77,246.81,65.84,21.12,291.09,0.93769,0.27595,0.7279271351573589,0.29618833723578786,0.6986139563713898,0.13409919604942083,0.36979115481594405
Raw Low-Carb Breakfast,1812.0,81.14,201.58,53.89,2.46,365.51,2.31652,0.18422,0.78418785309461,0.44234720695751895,0.7004639538661037,0.10990371639907734,0.42041277213336103
Baked Low-Carb Dinner,3299.0,82.73,205.77,55.39,34.91,162.46,0.31331,0.13523,0.9518159408973946,0.19399181280960803,0.7021125055267058,0.36282353582317706,0.5233352760086327
Baked Vegetarian Snack,2598.0,125.46,313.54,83.32,30.77,440.52,0.87764,0.28548,0.5621744046191492,0.26640225545945423,0.6975274155187,0.05069412601706506,0.3057150218830311
Raw Paleo Lunch,2604.0,101.54,251.57,67.0,47.55,428.65,2.28979,0.0835699999999999,0.7512969718389862,0.31383698889791506,0.7000155623979702,0.08315235445286481,0.23004955940330996
Roasted Keto Dinner,1298.0,87.56,220.34,58.85,6.76,467.13,0.25638,0.07622,0.3744944199105239,0.22476545451649385,0.6974366600200526,0.01837724251541681,0.8171875786855772
Steamed Balanced Lunch,1267.0,77.36,194.78,51.75,17.2,286.84,1.66747,0.00728,0.36555040834101205,0.15977763973176595,0.695859429483996,0.05057454645548062,0.61680830436822
Raw Vegetarian Breakfast,1630.0,81.19,202.23,53.83,43.21,172.83,2.19724,0.0329799999999999,0.47028189865497216,0.18417992704799221,0.6987059982764955,0.14910910635011676,0.311007566299338
Fried Vegan Dinner,2252.0,112.94,282.7,74.76,1.95,376.45,2.1428000000000003,0.1244,0.6497391630496916,0.38647042895143435,0.6958425000457457,0.08133098617961647,0.5175824887667898
Steamed Paleo Breakfast,1877.0,105.06,260.4,69.0,14.56,107.0,0.13474,0.03668,0.40615910603161787,0.1689205332823625,0.6985279256985197,0.22231646675986313,0.8249731309434934
Steamed Low-Carb Dinner,3278.0,118.59,296.25,78.95,5.22,230.31,2.04885,0.14577,0.9457570943503061,0.42246858125866105,0.6984018480910769,0.24347013071569357,0.4802420678032381
Fried Balanced Snack,2196.0,78.3,192.3,51.84,40.41,181.84,1.50571,0.00211,0.9503733583861831,0.41520523725330905,0.7052547700208066,0.31975345540833244,0.47162205230893783
Grilled Paleo Breakfast,1474.0,69.71,174.44,46.5,1.34,248.22,1.66571,0.11963,0.6379099864577568,0.33311033592966016,0.6981055007719763,0.13881548894321638,0.5979837512577686
Fried Low-Carb Lunch,2474.0,128.74,321.47,86.11,6.61,101.12,2.45096,0.2465099999999999,0.7137898265474854,0.4871378283238559,0.6999048357290166,0.4445622353789667,0.31208917434580763
Steamed Paleo Dinner,3496.0,100.5,250.29,66.72,46.08,398.96,0.38504,0.04464,0.9913463081608695,0.30721078033162896,0.6991408969009736,0.13597316451904923,0.5550832560980987
Fried Vegan Snack,2108.0,128.18,321.35,85.34,28.72,225.26,1.03325,0.0474,0.6081927867267983,0.4835698698650865,0.6966661705923956,0.14767145487786562,0.5731492037095309
Fried Low-Carb Lunch,2036.0,73.29,182.59,48.61,3.49,257.96,1.32474,0.1038299999999999,0.8811293978480276,0.3673245090075023,0.6987058202724078,0.196425864358489,0.651230931073849
Roasted Vegan Dinner,2742.0,81.93,205.49,54.8,36.17,251.26,0.41351,0.12046,0.8133316262773617,0.44989726191045065,0.6977271040866678,0.2854553904810577,0.5173937527567753
Raw Paleo Lunch,3225.0,69.71,174.44,46.5,18.34,453.22,0.35404,0.11388,0.9304657197314633,0.11103677864322005,0.6981055007719763,0.10360672491023125,0.6688863565652683
Raw Keto Lunch,2533.0,122.52,308.63,81.11,15.89,357.7,0.36889,0.05795,0.9037815497303271,0.8378171739857598,0.6927519075535649,0.17250987038210064,0.7543360144864011
Steamed Balanced Snack,3296.0,88.29,221.14,58.77,3.66,370.89,0.39282,0.10798,0.9509503913906677,0.2294165432216754,0.6970658752845378,0.13840892366454027,0.7813557843007846
Fried Vegetarian Breakfast,1946.0,102.12,256.85,67.94,10.56,445.97,0.09002,0.03734,0.8421796700453152,0.6428537296315765,0.6948658584635021,0.09239629246245518,0.860916381231364
Roasted Vegan Breakfast,2917.0,110.62,274.77,73.81,15.49,494.7,1.48765,0.28043,0.7375960444387542,0.7240884981124863,0.7018271400255669,0.13758400866178813,0.3317315630791662
Baked Paleo Snack,2263.0,72.22,179.67,48.42,30.29,245.04,0.07047,0.21585,0.652912844574357,0.1270288781637757,0.7023818871616342,0.1452573214016664,0.49416539605239795
Roasted Balanced Dinner,1549.0,106.79,266.05,71.13,11.05,222.69,2.36051,0.1584,0.44691206197334477,0.3472865994488779,0.6998747974385192,0.10046463862930828,0.38745423484299657
Boiled Low-Carb Dinner,1314.0,139.49,348.88,92.94,48.47,208.94,0.60577,0.0958199999999999,0.2843330129598006,0.3334448320351699,0.6980356066142858,0.05646147123532318,0.45949050311870854
Raw Keto Breakfast,2088.0,80.63,203.4,53.95,20.5,237.33,1.84804,0.23701,0.602422456681952,0.18061196858922282,0.6949874619745802,0.13666279214022015,0.28150965918533755
Fried Balanced Dinner,1683.0,83.26,208.82,55.38,8.73,334.38,0.9243,0.15041,0.48557327327381483,0.19736863063665758,0.6962006052686063,0.06268172739888833,0.6127611938310795
Fried Keto Dinner,2048.0,107.94,273.73,72.04,13.08,410.28,1.31203,0.00033,0.44316134744419466,0.1826826587661872,0.6916952156763838,0.037343057003551276,0.7085871843528745
Fried Low-Carb Lunch,1540.0,134.2,338.18,89.91,37.72,369.12,0.7180599999999999,0.00904,0.44431541345316394,0.5219254232968571,0.695864626209124,0.04575973561961736,0.5987717529691508
Roasted Vegetarian Snack,1709.0,69.71,174.44,46.5,8.49,200.18,2.15531,0.29906,0.4930747023321149,0.11103677864322005,0.6981055007719763,0.1315424365965161,0.2867733592199968
Raw Low-Carb Lunch,1928.0,92.64,233.78,62.2,34.19,300.77,0.71848,0.11043,0.8343897244847727,0.5522530701963969,0.695766798689371,0.152726678063894,0.5000603934861502
Raw Vegan Lunch,2379.0,86.55,217.99,57.75,18.6,250.78,0.1171,0.05847,0.6863807588344655,0.2183303865819276,0.6949929732237217,0.15019326007344974,0.7701184593480366
Grilled Keto Breakfast,2939.0,94.4,237.08,62.97,9.85,154.95,2.45322,0.11539,0.8479500000901614,0.2683455185486055,0.696326935568211,0.33650785680507933,0.44967216882010086
Fried Vegan Dinner,1869.0,139.49,348.88,92.94,35.13,470.41,0.1155699999999999,0.24694,0.40442800701816395,0.3334448320351699,0.6980356066142858,0.022330654747811637,0.4125833413086293
Steamed Low-Carb Dinner,2870.0,85.9,216.34,58.26,0.34,428.86,0.5526,0.25561,0.7579364578468373,0.4878386773068285,0.6995500829228402,0.16103763268805726,0.6005625829854193
